Date,Day,Origin,Group,Mark,Sex,Fish_ID,Notes,Tot_Dist_cm,Velocity_Mean_cm_s,High_Zone_Dur,Mid_Zone_Dur,Low_Zone_Dur,Freezing_Dur,Arena_Dur
7/02/2020,Friday,WCA,Within_Control,Red.Gre,male,a9680,,2149.51,4.88525,82.48,96.72,260.88,0.72,440.08
7/02/2020,Friday,WCA,Within_Control,Ora.Red,male,a9606,"Jumped, may need to run again",923.249,2.09829,0,11.92,428.16,2.4,440.08
7/02/2020,Friday,WCA,Within_Control,Whi.Yel,female,a9599,,1962.13,4.45938,252.8,112,75.28,0.72,440.08
7/02/2020,Friday,WCA,Within_Control,Gre.Bla,male,a9554,,928.362,2.10991,45.6,36.8,357.68,145.44,440.08
7/02/2020,Friday,WCA,Within_Control,Gre.Pur,female,a9556,,2375.08,5.3979,106.32,142.56,191.2,0.16,440.08
7/02/2020,Friday,WCA,Within_Control,Pur.Red,female,a9566,,1887.34,4.28941,99.44,103.84,236.8,0.24,440.08
7/02/2020,Friday,WCA,Within_Control,Pur._,male,a9562,,232.79,0.529068,0,0,440.08,344.72,440.08
7/02/2020,Friday,WCA,Within_Control,Red.Yel,female,a9678,,1456.09,3.30929,66.72,51.92,321.44,0.88,440.08
7/02/2020,Friday,WCA,Within_Control,Ora.Gre,female,a9603,,1517.76,3.44945,95.44,106.8,237.84,0.56,440.08
7/02/2020,Friday,WCA,Within_Control,Red.Whi,female,a9679,,1134.51,2.57842,34.24,26.56,379.28,3.52,440.08
7/02/2020,Friday,WCA,Within_Control,Red.Bla,male,a9676,,602.528,1.36938,0,0,440.08,208.56,440.08
7/02/2020,Friday,WCA,Within_Control,Red.Pin,female,a9673,,1963.34,4.46215,67.92,55.68,316.48,1.12,440.08
7/02/2020,Friday,WCA,Within_Control,Gre.Blu,female,a9553,,2187.93,4.97257,107.12,99.68,233.28,0.4,440.08
7/02/2020,Friday,WCA,Within_Control,Ora.Blu,female,a9607,,1876.22,4.26413,79.92,108,252.16,0.16,440.08
7/02/2020,Friday,WCA,Within_Control,Pin.Gre,male,a9588,,1886.37,4.28721,126.56,136.4,177.12,1.36,440.08
7/02/2020,Friday,WCA,Within_Control,Whi.Bla,female,a9598,,1995.07,4.53425,48.72,78.96,312.4,0.24,440.08
7/02/2020,Friday,WCA,Within_Control,Red.Ora,male,a9681,,772.072,1.75471,0,0,440.08,67.04,440.08
7/02/2020,Friday,WCA,Within_Control,Ora.Ora,male,a9706,,1811.46,4.11771,60.16,81.28,298.56,0.56,440
7/02/2020,Friday,WCA,Within_Control,Ora.Whi,male,a9611,,1936.56,4.40127,68.8,46.88,324.4,0.4,440.08
7/02/2020,Friday,WCA,Within_Control,Gre.Bro,male,a9558,,2937.58,6.67633,213.12,148.4,78.56,0.32,440.08
7/02/2020,Friday,MB,Maternal,Pin.Yel,female,a9854,,2133.94,4.84986,147.84,129.36,162.88,0.32,440.08
7/02/2020,Friday,MB,Maternal,_.Red,male,a9849,,1485.52,3.37618,40.8,62.24,337.04,2.24,440.08
7/02/2020,Friday,MB,Maternal,Bla.Gre,female,a9787,,1798.74,4.08804,206.4,147.12,86.56,0.32,440.08
7/02/2020,Friday,MB,Maternal,Red.Pin,male,a9755,,1976.73,4.49258,120.48,86.56,233.04,0.16,440.08
7/02/2020,Friday,MB,Maternal,Ora.Pur,male,a9821,,2701.74,6.14032,222.72,90.08,127.28,0.4,440.08
7/02/2020,Friday,MB,Maternal,Yel.Yel,male,a9765,,1723.82,3.91778,42.88,52.32,344.88,1.76,440.08
7/02/2020,Friday,MB,Maternal,Yel.Ora,female,a9778,,2309.1,5.24795,147.36,93.68,199.04,0.08,440.08
7/02/2020,Friday,MB,Maternal,_.Ora,female,a10198,,2267.65,5.15376,159.84,123.04,157.2,0.32,440.08
7/02/2020,Friday,MB,Maternal,Gre.Ora,female,a9868,,1783.96,4.05446,50.8,43.28,346,1.44,440.08
7/02/2020,Friday,MB,Maternal,Blu.Gre,male,a9846,,2056.54,4.67396,31.28,34.16,374.64,0.56,440.08
7/02/2020,Friday,MB,Maternal,Yel.Bla,female,a9777,,1919.09,4.36157,24.88,28.88,386.32,0.48,440.08
7/02/2020,Friday,MB,Maternal,_.Blu,male,a9844,,656.676,1.49245,0,0,440.08,25.44,440.08
7/02/2020,Friday,MB,Maternal,Red._,male,a9752,,1675.05,3.80692,195.68,120.08,124.32,0.24,440.08
7/02/2020,Friday,MB,Maternal,Ora.Yel,male,a9813,,2156.08,4.90018,110.16,112.4,217.52,0.56,440.08
7/02/2020,Friday,MB,Maternal,Pin.Whi,female,a9862,,1655.86,3.76332,46.72,78.96,314.4,0.8,440.08
7/02/2020,Friday,MB,Maternal,_._,female,a9774,,1557.01,3.53866,0,10.64,429.44,0.48,440.08
7/02/2020,Friday,MB,Maternal,Red.Bla,male,a9756,Forgot to put labels,2233.13,5.0753,32.32,59.28,348.48,0.16,440.08
7/02/2020,Friday,MB,Maternal,Blu.Blu,male,a9843,Forgot to put labels,888.886,2.0202,0,0,440.08,2,440.08
7/02/2020,Friday,MB,Maternal,Gre.Pur,female,a9867,Forgot to put labels,808.099,1.83659,2.96,13.52,423.6,16.96,440.08
7/02/2020,Friday,MB,Maternal,Pur.Pin,male,a9824,Forgot to put labels,1742.52,3.96028,55.76,71.44,312.88,0.32,440.08
7/02/2020,Friday,WTA,Within_Treatment,Blu.Blu,female,a10046,Forgot to put labels,1317.66,2.99469,0,0,440.08,7.52,440.08
7/02/2020,Friday,WTA,Within_Treatment,Gre.Blu,female,a10041,Forgot to put labels,1580.2,3.59135,41.84,75.44,322.8,0.24,440.08
7/02/2020,Friday,WTA,Within_Treatment,Ora.Red,male,a10064,,1744.94,3.96721,0,0,439.92,0.32,439.92
7/02/2020,Friday,WTA,Within_Treatment,Whi.Pur,female,a10158,,881.621,2.00368,0,0,440.08,4.16,440.08
7/02/2020,Friday,WTA,Within_Treatment,Ora.Bro,male,a10070,,1957.61,4.4491,95.68,104.56,239.84,0.88,440.08
7/02/2020,Friday,WTA,Within_Treatment,Pin.Bla,male,a10092,,1997.9,4.54068,54.4,102.16,283.52,1.2,440.08
7/02/2020,Friday,WTA,Within_Treatment,Gre.Pin,female,a10036,,2044.26,4.64605,95.28,115.68,229.12,0.08,440.08
7/02/2020,Friday,WTA,Within_Treatment,Red.Bla,female,a10164,,1665.84,3.78601,40.8,70.24,329.04,0.4,440.08
7/02/2020,Friday,WTA,Within_Treatment,Red.Pur,male,a10166,,832.425,1.89187,0,0,440.08,2.48,440.08
7/02/2020,Friday,WTA,Within_Treatment,Whi.Yel,male,a10157,,1389.37,3.15766,4.72,24,411.36,0.8,440.08
7/02/2020,Friday,WTA,Within_Treatment,Bro.Bro,male,a10201,,2253.73,5.12211,216.4,88.32,135.36,0.16,440.08
7/02/2020,Friday,WTA,Within_Treatment,Blu.Yel,male,a10055,,677.285,1.53928,0,0,440.08,145.52,440.08
7/02/2020,Friday,WTA,Within_Treatment,Red.Whi,female,a10172,,636.035,1.44553,0,0,440.08,83.6,440.08
7/02/2020,Friday,WTA,Within_Treatment,Blu._,female,a10039,,1870.97,4.25221,24.32,70,345.76,0,440.08
7/02/2020,Friday,WTA,Within_Treatment,Yel._,male,a10095,,2561.71,5.82207,92.8,122.08,225.2,0.48,440.08
7/02/2020,Friday,WTA,Within_Treatment,Pur.Blu,female,a10079,,2080.7,4.72887,115.44,167.76,156.88,0.08,440.08
7/02/2020,Friday,WTA,Within_Treatment,Pin.Gre,female,a10087,,855.862,1.94514,98.08,39.92,302.08,52.88,440.08
7/02/2020,Friday,WTA,Within_Treatment,Pur._,male,a10077,,2381.48,5.41245,145.36,86,208.72,0.08,440.08
7/02/2020,Friday,WTA,Within_Treatment,Pin.Blu,male,a10090,,2441,5.54772,131.76,166.88,141.44,0,440.08
7/02/2020,Friday,WTA,Within_Treatment,Gre.Ora,female,a10045,,106.059,0.241043,0,0,440.08,270.72,440.08
7/02/2020,Friday,PB,Paternal,Pin.Bro,female,a9955,net was in front of camera for first minute,1145.08,2.60245,21.28,48.56,370.24,81.84,440.08
7/02/2020,Friday,PB,Paternal,Red.Bla,male,a9949,,1730.31,3.93253,18.48,49.28,372.32,2.88,440.08
7/02/2020,Friday,PB,Paternal,Whi._,female,a9924,,1812.56,4.11946,71.2,92.48,276.4,0.88,440.08
7/02/2020,Friday,PB,Paternal,Pin.Ora,female,a9953,,1559.13,3.54347,143.36,87.28,209.44,0.32,440.08
7/02/2020,Friday,PB,Paternal,Whi.Ora,female,a9927,,2115.79,4.80862,31.84,69.68,338.56,0.72,440.08
7/02/2020,Friday,PB,Paternal,Red.Yel,male,a9947,,639.631,1.45371,0,0,440.08,117.76,440.08
7/02/2020,Friday,PB,Paternal,Blu.Gre,male,a9983,,1616.47,3.6738,17.52,31.12,391.44,2.16,440.08
7/02/2020,Friday,PB,Paternal,Yel.Gre,male,a9901,,2143.97,4.87443,53.68,95.84,290.56,1.12,440.08
7/02/2020,Friday,PB,Paternal,Red._,male,a9941,,1133.96,2.57719,0,0,440.08,3.52,440.08
7/02/2020,Friday,PB,Paternal,_.Red,female,a9903,,940.452,2.13739,0,0,440.08,29.2,440.08
7/02/2020,Friday,PB,Paternal,_.Ora,female,a9964,,1760,4,72.08,96.48,271.52,0.96,440.08
7/02/2020,Friday,PB,Paternal,Bro.Bro,female,a9910,,1582.05,3.59557,24.16,50.88,365.04,0.4,440.08
7/02/2020,Friday,PB,Paternal,_.Pur,male,a9981,,1651.14,3.91636,36.96,68.88,316.08,2,421.92
7/02/2020,Friday,PB,Paternal,Blu.Blu,male,a9973,,2519.32,5.73303,138.32,120.08,181.12,1.2,439.52
7/02/2020,Friday,PB,Paternal,Pin.Gre,female,a9952,,1563.99,3.55905,89.28,71.2,279.04,12.96,439.52
7/02/2020,Friday,PB,Paternal,Yel.Pur,female,a9899,,450.967,1.02623,0,0,439.52,248.8,439.52
7/02/2020,Friday,PB,Paternal,Bro._,male,a9908,,544.084,1.23813,0,0,439.52,130.64,439.52
7/02/2020,Friday,PB,Paternal,Bla.Whi,female,a9923,,482.015,1.09689,0,0,439.52,158.48,439.52
7/02/2020,Friday,PB,Paternal,Blu.Pur,male,a9975,jumped while placing in long tank,1925.67,4.37653,13.12,38.96,388,0.96,440.08
7/02/2020,Friday,PB,Paternal,Bro.Blu,male,a9937,potentially injured pre-trial,1206.53,2.74212,0,0,440.08,1.6,440.08
7/02/2020,Friday,WCB,Within_Control,Ora.Yel,male,NA,"LABEL IS PIN.YEL, BUT FISH WAS ACTUALLY ORA.YEL (EXCLUSION) - EXCLUDE FROM ETHOVISION",1857.3,4.22114,54.16,64.4,321.52,1.68,440.08
7/02/2020,Friday,WCB,Within_Control,Blu.Gre,female,a9578,,1221.19,2.77543,23.76,54.16,362.16,2.88,440.08
7/02/2020,Friday,WCB,Within_Control,Red.Bro,male,a9677,,69.4358,0.157809,0,0,440.08,422.32,440.08
7/02/2020,Friday,WCB,Within_Control,Ora.Bro,male,a9610,,2684.02,6.10003,88.64,112.8,238.64,0.48,440.08
7/02/2020,Friday,WCB,Within_Control,Ora.Gre,male,a9612,,1236.27,2.80971,0,0,440.08,9.92,440.08
7/02/2020,Friday,WCB,Within_Control,Blu.Red,male,a9582,,1550.02,3.52278,36.64,54.32,349.12,2.24,440.08
7/02/2020,Friday,WCB,Within_Control,Pur.Blu,male,a9687,,2568.64,5.83782,138.24,74.64,227.2,4.48,440.08
7/02/2020,Friday,WCB,Within_Control,Pur.Pin,male,a9686,jumped entering tank,1694.41,3.85093,17.6,23.92,398.56,0.8,440.08
7/02/2020,Friday,WCB,Within_Control,Blu.Whi,female,a9580,,1528.11,3.47298,27.52,29.2,383.36,8,440.08
7/02/2020,Friday,WCB,Within_Control,Ora.Bla,female,a9608,,209.605,0.476374,0,0,440.08,74.48,440.08
7/02/2020,Friday,WCB,Within_Control,Bro.Gre,female,a9704,,2121.91,4.82253,53.44,102.16,284.48,0.4,440.08
7/02/2020,Friday,WCB,Within_Control,Blu.Blu,male,a9575,,1874.69,4.26067,0,39.76,400.32,0.48,440.08
7/02/2020,Friday,WCB,Within_Control,Pin.Whi,male,a9590,,447.472,1.01698,0,0,440.08,135.44,440.08
7/02/2020,Friday,WCB,Within_Control,Yel.Yel,female,a9613,,871.065,1.97969,0,0,440.08,59.6,440.08
7/02/2020,Friday,WCB,Within_Control,_.Pur,female,a9605,,2149.85,4.88602,148.32,124.48,167.28,0.16,440.08
7/02/2020,Friday,WCB,Within_Control,Whi.Ora,female,a9596,,1841.66,4.18558,107.12,125.04,207.92,0.24,440.08
7/02/2020,Friday,WCB,Within_Control,Blu.Bro,female,a9579,,1108.78,2.51996,0,0,440.08,2.64,440.08
7/02/2020,Friday,WCB,Within_Control,Blu.Pur,male,a9581,,796.395,1.80999,0,0,440.08,19.52,440.08
7/02/2020,Friday,WCB,Within_Control,Pin.Yel,male,a9587,,2481.93,5.64075,108.48,86.88,244.72,1.12,440.08
7/02/2020,Friday,WCB,Within_Control,Blu.Ora,female,a9583,,104.572,0.237664,0,0,440.08,385.12,440.08
7/02/2020,Friday,WCB,Within_Control,Bro.Bla,female,a9700,,989.445,2.24874,0,0,440.08,6.88,440.08
7/02/2020,Friday,MA,Maternal,Yel._,male,a9763,,510.908,1.16115,0,0,440.08,19.12,440.08
7/02/2020,Friday,MA,Maternal,_.Gre,male,a9803,,1394.86,3.17013,0,0,440.08,2.4,440.08
7/02/2020,Friday,MA,Maternal,Gre.Gre,female,a9804,,1451.61,3.29912,0,0,440.08,21.84,440.08
7/02/2020,Friday,MA,Maternal,Red.Blu,female,a9759,,11.8982,0.0270414,0,0,440.08,432.96,440.08
7/02/2020,Friday,MA,Maternal,Red.Pur,female,a9762,,1602.28,3.64154,8.4,34.88,396.8,1.28,440.08
7/02/2020,Friday,MA,Maternal,Whi.Ora,female,a9839,,36.6685,0.0833374,0,0,440.08,430.96,440.08
7/02/2020,Friday,MA,Maternal,Pin.Ora,male,a9858,,805.875,1.83153,0,20.24,419.84,11.68,440.08
7/02/2020,Friday,MA,Maternal,Gre.Whi,female,a9809,,1475.26,3.35286,47.84,42.4,349.84,1.52,440.08
7/02/2020,Friday,MA,Maternal,Red.Yel,female,a9761,,1634.72,3.71528,38.72,54,347.36,0.8,440.08
7/02/2020,Friday,MA,Maternal,Bro.Gre,female,a9796,,1752.87,3.98379,66.96,104.88,268.24,1.04,440.08
7/02/2020,Friday,MA,Maternal,Red.Gre,female,a9758,,2012.56,4.57982,48,82.64,308.88,1.6,439.52
7/02/2020,Friday,MA,Maternal,Red.Bro,male,a9760,,1822.69,4.14247,17.76,59.84,362.48,0.4,440.08
7/02/2020,Friday,MA,Maternal,Red._,female,a9848,,375.688,0.853836,0,0,440.08,107.44,440.08
7/02/2020,Friday,MA,Maternal,Gre.Blu,male,a9808,,334.403,0.760006,0,0,440.08,283.2,440.08
7/02/2020,Friday,MA,Maternal,_.Yel,male,a9764,,1913.58,4.34904,30.56,121.36,288.16,0.08,440.08
7/02/2020,Friday,MA,Maternal,Bro.Yel,female,a9794,,662.993,1.5068,0,0,440.08,2.16,440.08
7/02/2020,Friday,MA,Maternal,Blu.Yel,female,a9845,,2281,5.18409,151.92,89.52,198.64,0.4,440.08
7/02/2020,Friday,MA,Maternal,_.Bla,male,a9800,,890.941,2.02487,0,0,440.08,166.8,440.08
7/02/2020,Friday,MA,Maternal,Red.Red,male,a9754,,2220.65,5.04693,44.72,211.28,184.08,0.08,440.08
7/02/2020,Friday,MA,Maternal,Bro.Pin,male,a9793,,1307.41,2.97138,14.72,141.04,284.32,0.64,440.08
7/02/2020,Friday,WTB,Within_Treatment,Ora.Ora,female,a10060,,2088.34,4.74624,87.84,89.76,262.48,1.44,440.08
7/02/2020,Friday,WTB,Within_Treatment,Gre.Bro,male,a10044,,1589.64,3.61282,11.36,82.64,346.08,31.52,440.08
7/02/2020,Friday,WTB,Within_Treatment,_.Blu,female,a10040,,2281.44,5.18508,64,113.2,262.88,0.08,440.08
7/02/2020,Friday,WTB,Within_Treatment,Whi.Bro,female,a10159,,2238.86,5.08831,216.32,99.92,123.84,0.32,440.08
7/02/2020,Friday,WTB,Within_Treatment,Red._,male,a10155,,177.122,0.40255,0,0,440.08,385.84,440.08
7/02/2020,Friday,WTB,Within_Treatment,Pur.Red,female,a10076,,1826.83,4.15188,78.08,65.52,296.48,0.48,440.08
7/02/2020,Friday,WTB,Within_Treatment,Blu.Ora,female,a10059,,548.331,1.24621,0,0,440.08,126.88,440.08
7/02/2020,Friday,WTB,Within_Treatment,Whi.Ora,female,a10160,,2093.68,4.75837,127.44,89.28,223.36,0.4,440.08
7/02/2020,Friday,WTB,Within_Treatment,Ora.Pin,female,a10063,,1655.56,3.76263,242,135.84,62.24,0,440.08
7/02/2020,Friday,WTB,Within_Treatment,Whi.Bla,male,a10152,,1126.92,2.56118,0,0,440.08,1.92,440.08
7/02/2020,Friday,WTB,Within_Treatment,Pur.Gre,male,a10074,,728.281,1.65518,0,0,440.08,14.08,440.08
7/02/2020,Friday,WTB,Within_Treatment,Pin.Bro,male,a10088,,11.6262,0.0264231,0,0,440.08,435.04,440.08
7/02/2020,Friday,WTB,Within_Treatment,Pur.Pur,female,a10081,,1983.24,4.50736,88.32,121.28,230.48,0.08,440.08
7/02/2020,Friday,WTB,Within_Treatment,Gre.Pur,male,a10043,,1765.64,4.01282,55.76,71.12,313.2,0.56,440.08
7/02/2020,Friday,WTB,Within_Treatment,Red.Bro,male,a10169,,2332.41,5.30094,62.4,92.96,284.72,0.16,440.08
7/02/2020,Friday,WTB,Within_Treatment,Yel.Yel,female,a10097,,1939.36,4.40765,109.68,71.52,258.88,0.88,440.08
7/02/2020,Friday,WTB,Within_Treatment,Pin.Red,male,a10089,,2194.84,4.9901,42.48,68,329.36,0.64,440.08
7/02/2020,Friday,WTB,Within_Treatment,_.Yel,male,a10096,,869.797,1.97681,0,0,440.08,109.28,440.08
7/02/2020,Friday,WTB,Within_Treatment,Whi.Pin,female,a10154,,1239.74,2.81759,2.16,26.96,410.96,0.96,440.08
7/02/2020,Friday,WTB,Within_Treatment,Gre._,male,a10037,,3061.26,6.95741,237.28,131.84,70.96,0,440.08
7/02/2020,Friday,PA,Paternal,Gre.Ora,female,a9876,,1932.48,4.392,54.24,79.76,306.08,1.28,440.08
7/02/2020,Friday,PA,Paternal,_.Bro,female,a9917,,2088.11,4.7457,64.4,67.12,308.56,0.48,440.08
7/02/2020,Friday,PA,Paternal,Blu.Bla,male,a9984,,576.332,1.30985,0,0,440.08,226.16,440.08
7/02/2020,Friday,PA,Paternal,Gre.Blu,male,a9881,,18.0941,0.041123,0,0,440.08,432.08,440.08
7/02/2020,Friday,PA,Paternal,Pin.Yel,male,a9956,,2545.8,5.78592,52.24,111.2,276.64,0.72,440.08
7/02/2020,Friday,PA,Paternal,Whi.Red,male,a9931,,67.672,0.1538,0,0,440.08,413.2,440.08
7/02/2020,Friday,PA,Paternal,Whi.Bro,female,a9929,,847.609,1.92954,58.8,2.96,377.6,41.28,439.36
7/02/2020,Friday,PA,Paternal,Bla.Gre,female,a9922,,1111.78,2.52723,0,2.16,437.92,52.88,440.08
7/02/2020,Friday,PA,Paternal,Pin.Blu,male,a9960,,2094.56,4.76035,17.04,86.08,336.96,8.96,440.08
7/02/2020,Friday,PA,Paternal,Ora.Ora,female,a9962,,2010.22,4.56869,31.68,72.16,336.24,10.08,440.08
7/02/2020,Friday,PA,Paternal,Gre.Gre,female,a9874,,1519.14,3.45258,40.64,53.84,345.6,0.48,440.08
7/02/2020,Friday,PA,Paternal,Bla.Ora,female,a9887,,173.965,0.395375,0,0,440.08,390.08,440.08
7/02/2020,Friday,PA,Paternal,Pin.Red,female,a9958,,1195.62,2.71732,0,2,438.08,51.36,440.08
7/02/2020,Friday,PA,Paternal,Bla.Red,female,a9921,,582.514,1.3239,0,0,440.08,52.8,440.08
7/02/2020,Friday,PA,Paternal,Whi.Whi,male,a9926,,2088.86,4.74741,46.96,101.04,292.08,0.32,440.08
7/02/2020,Friday,PA,Paternal,Gre.Pin,male,a9880,,672.782,1.52905,0,0,440.08,64,440.08
7/02/2020,Friday,PA,Paternal,Bla.Pin,male,a9919,,1915.43,4.35325,43.36,91.92,304.8,55.2,440.08
7/02/2020,Friday,PA,Paternal,Ora.Pin,female,a9961,,33.678,0.076541,0,0,440.08,428.48,440.08
7/02/2020,Friday,PA,Paternal,_.Gre,male,a9873,,1861.57,4.23084,51.6,88.8,299.68,0.32,440.08
7/02/2020,Friday,PA,Paternal,Pin.Pur,female,a9957,,2072.16,4.71031,100.32,76,263.76,1.12,440.08
14/02/2020,Friday,PA,Paternal,Bla.Pin,male,a9919,water change after every 2 tanks have been run,2477.15,6.34516,36.72,56.32,340.6,0.28,433.64
14/02/2020,Friday,PA,Paternal,Whi.Bro,female,a9929,,1039.3,3.45881,4.52,16.32,359.92,0.52,380.76
14/02/2020,Friday,PA,Paternal,Bla.Ora,female,a9887,,1687.59,3.83614,67.92,144.16,227.96,0.28,440.04
14/02/2020,Friday,PA,Paternal,Gre.Gre,female,a9874,,2341.52,5.67944,105.64,94.64,234.48,0.12,434.76
14/02/2020,Friday,PA,Paternal,Ora.Ora,female,a9962,,3142.12,7.28624,53.32,33.04,353.28,0,439.64
14/02/2020,Friday,PA,Paternal,Pin.Blu,male,a9960,,1235.61,2.84887,0,9.08,428.44,104.44,437.52
14/02/2020,Friday,PA,Paternal,_.Bro,female,a9917,,1678.34,3.93978,44.16,81.88,310.4,0.16,436.44
14/02/2020,Friday,PA,Paternal,Gre.Ora,female,a9876,,1969.89,4.4987,37.16,63,339.6,0.16,439.76
14/02/2020,Friday,PA,Paternal,Bla.Red,female,a9921,,1413.86,3.25294,22.96,11.44,404.92,1.16,439.32
14/02/2020,Friday,PA,Paternal,Ora.Pin,female,a9961,,2497.28,5.70311,315.48,109.24,14.88,0.04,439.6
14/02/2020,Friday,PA,Paternal,Whi.Whi,male,a9926,,658.686,1.49701,0,1.32,438.72,25.6,440.04
14/02/2020,Friday,PA,Paternal,Blu.Bla,male,a9984,,847.159,1.92922,0,0,439.92,0.84,439.92
14/02/2020,Friday,PA,Paternal,Pin.Pur,female,a9957,,1278.19,3.62957,18.64,91.32,300.6,0.4,410.56
14/02/2020,Friday,PA,Paternal,Bla.Gre,female,a9922,,1950.34,5.2316,7.44,139.32,283,0.16,429.76
14/02/2020,Friday,PA,Paternal,Pin.Red,female,a9958,,1952.7,4.44645,58.72,137.88,243.4,0.32,440
14/02/2020,Friday,PA,Paternal,_.Gre,male,a9873,,2222.57,5.08178,158.8,105.52,175.08,0.24,439.4
14/02/2020,Friday,PA,Paternal,Gre.Blu,male,a9881,,2239.33,5.09031,76.96,99.84,263.24,0.4,440.04
14/02/2020,Friday,PA,Paternal,Gre.Pin,male,a9880,,1449.77,3.29494,8.88,39.72,391.44,0.32,440.04
14/02/2020,Friday,PA,Paternal,Pin.Yel,male,a9956,,1856.6,6.84385,68.88,145.8,157.52,0.12,372.2
14/02/2020,Friday,PA,Paternal,Whi.Red,male,a9931,,991.5,2.25423,0,0,440.04,3.44,440.04
14/02/2020,Friday,WTB,Within_Treatment,Pin.Red,male,a10089,,2492.86,5.78068,115.16,87.04,236.24,0.24,438.44
14/02/2020,Friday,WTB,Within_Treatment,Blu.Ora,female,a10059,,1452.88,3.64935,244.92,95.24,92.4,0.2,432.56
14/02/2020,Friday,WTB,Within_Treatment,_.Blu,female,a10040,,1908.85,4.55311,26.4,88.64,316.32,0.12,431.36
14/02/2020,Friday,WTB,Within_Treatment,Gre.Pur,male,a10043,,2608.79,6.00827,57.56,77.16,304.32,0.24,439.04
14/02/2020,Friday,WTB,Within_Treatment,Ora.Ora,female,a10060,no tags on tanks,2109.31,7.67134,150.16,88.4,127.8,0.04,366.36
14/02/2020,Friday,WTB,Within_Treatment,Yel.Yel,female,a10097,,2337.73,5.35244,158.32,71.12,210.32,0.36,439.76
14/02/2020,Friday,WTB,Within_Treatment,Whi.Ora,female,a10160,,56.6011,0.128639,0,0,440.04,330.32,440.04
14/02/2020,Friday,WTB,Within_Treatment,Ora.Pin,female,a10063,,876.676,2.15294,396.08,27.92,7.68,28.88,431.68
14/02/2020,Friday,WTB,Within_Treatment,Gre._,male,a10037,,1945.85,4.4256,29.48,43.52,367.04,0.72,440.04
14/02/2020,Friday,WTB,Within_Treatment,Whi.Pin,female,a10154,,1419.07,3.23428,40.88,104.12,294.84,0.28,439.84
14/02/2020,Friday,WTB,Within_Treatment,Pur.Pur,female,a10081,,1039.31,3.57841,24.04,21,322.4,0.2,367.44
14/02/2020,Friday,WTB,Within_Treatment,Whi.Bla,male,a10152,,1115.21,2.69167,0,0,422.92,15.48,422.92
14/02/2020,Friday,WTB,Within_Treatment,Pur.Gre,male,a10074,,2101.37,4.8535,86.16,69.52,282.72,0.08,438.4
14/02/2020,Friday,WTB,Within_Treatment,Pur.Red,female,a10076,,1162.69,3.03511,74.68,72.36,275.76,2.56,422.8
14/02/2020,Friday,WTB,Within_Treatment,Pin.Bro,male,a10088,,1502.27,3.41487,51.04,64.76,324.24,5.8,440.04
14/02/2020,Friday,WTB,Within_Treatment,Whi.Bro,female,a10159,,1646.36,3.75813,149.12,81.8,208.72,0.4,439.64
14/02/2020,Friday,WTB,Within_Treatment,_.Yel,male,a10096,,2849.42,6.56488,164.08,100.56,174.04,0.44,438.68
14/02/2020,Friday,WTB,Within_Treatment,Gre.Bro,male,a10044,,2107.6,4.96419,71,93,271.52,0.72,435.52
14/02/2020,Friday,WTB,Within_Treatment,Red._,male,a10155,,936.371,3.55872,0,0,307.76,2.28,307.76
14/02/2020,Friday,WTB,Within_Treatment,Red.Bro,male,a10169,,3055.31,6.96541,76.72,144.08,219.2,0.04,440
14/02/2020,Friday,MA,Maternal,Bro.Yel,female,a9794,,1247.97,2.8363,0,0,440.04,0.36,440.04
14/02/2020,Friday,MA,Maternal,Gre.Whi,female,a9809,,1607.21,3.66041,326,43.04,71,0.48,440.04
14/02/2020,Friday,MA,Maternal,_.Yel,male,a9764,,2208.4,5.59033,31.56,120.6,275.6,0.08,427.76
14/02/2020,Friday,MA,Maternal,Red.Yel,female,a9761,,2760.16,6.34694,182.64,112.6,143.92,0.12,439.16
14/02/2020,Friday,MA,Maternal,Whi.Ora,female,a9839,,173.886,0.661063,0,0,267.08,85.56,267.08
14/02/2020,Friday,MA,Maternal,Yel._,male,a9763,,876.528,2.25143,0,0,397.04,7.84,397.04
14/02/2020,Friday,MA,Maternal,Red.Gre,female,a9758,,1563.07,4.27022,47.6,45.88,313.88,0.64,407.36
14/02/2020,Friday,MA,Maternal,Red.Red,male,a9754,,2675.59,6.17234,41.16,102.64,294.48,0.12,438.28
14/02/2020,Friday,MA,Maternal,Bro.Pin,male,a9793,,2212.29,5.03251,25.8,80,334.2,0.12,440
14/02/2020,Friday,MA,Maternal,Bro.Gre,female,a9796,,2342.6,5.34939,88.76,68.6,282.48,0.2,439.84
