Arena,Trial,Water,Water_Time,Date,Day,Group,Tank,Mark,Sex,Fish_ID,Notes,tot_dist,high_dur,mid_dur,low_dur,freezing_dur,arena_dur,latency_high,freq_high
6,9,water2,2,2/03/2020,Monday3,WTB,Within Treatment,Pur.Gre,male,a10074,,1722.72,86.88,120.88,232.32,0.24,440.08,97.04,12
1,10,water2,3,2/03/2020,Monday3,WTB,Within Treatment,_.Yel,male,a10096,,2020.47,339.28,55.68,45.12,0.8,440.08,3.84,18
2,10,water2,3,2/03/2020,Monday3,WTB,Within Treatment,Red.Bro,male,a10169,,2872.03,70.64,143.36,226.08,0.08,440.08,97.04,28
3,10,water2,3,2/03/2020,Monday3,WTB,Within Treatment,Whi.Ora,female,a10160,,991.45,0,9.12,430.96,2.16,440.08,,0
4,10,water2,3,2/03/2020,Monday3,WTB,Within Treatment,Red._,male,a10155,,1146.64,0,2.16,437.92,63.52,440.08,,0
5,10,water2,3,2/03/2020,Monday3,WTB,Within Treatment,Pur.Red,female,a10076,,1141.14,97.84,59.04,283.2,128.08,440.08,197.36,11
6,10,water2,3,2/03/2020,Monday3,WTB,Within Treatment,Blu.Ora,female,a10059,,945.861,0,0,440.08,110.4,440.08,,0
1,11,water2,4,2/03/2020,Monday3,WTB,Within Treatment,Gre._,male,a10037,,1880.12,157.84,151.92,130.32,0.24,440.08,137.2,14
2,11,water2,4,2/03/2020,Monday3,WTB,Within Treatment,Gre.Bro,male,a10044,,3202.08,248,124.88,67.2,0.08,440.08,0,53
3,11,water2,4,2/03/2020,Monday3,PA,Paternal,Whi.Bro,female,a9929,,973.144,18.08,45.84,376.16,109.6,440.08,161.68,7
4,11,water2,4,2/03/2020,Monday3,PA,Paternal,Whi.Red,male,a9931,,644.333,0,0,440.08,32.8,440.08,,0
5,11,water2,4,2/03/2020,Monday3,PA,Paternal,Blu.Bla,male,a9984,,2414.39,106.4,117.28,216.4,0.88,440.08,78.32,24
6,11,water2,4,2/03/2020,Monday3,PA,Paternal,Ora.Pin,female,a9961,,1631.69,192.24,94.16,153.68,0.08,440.08,0,13
1,12,water2,5,2/03/2020,Monday3,PA,Paternal,Gre.Gre,female,a9874,,2229.71,83.52,84,272.56,0.48,440.08,184.96,22
2,12,water2,5,2/03/2020,Monday3,PA,Paternal,Bla.Gre,female,a9922,,2319.61,117.84,74.88,247.36,0.16,440.08,111.2,20
3,12,water2,5,2/03/2020,Monday3,PA,Paternal,Pin.Blu,male,a9960,,926.852,17.68,34.08,388.32,10.72,440.08,392.08,4
4,12,water2,5,2/03/2020,Monday3,PA,Paternal,Gre.Pin,male,a9880,,2134.49,95.68,71.44,272.96,0.24,440.08,152.48,19
5,12,water2,5,2/03/2020,Monday3,PA,Paternal,Bla.Pin,male,a9919,,2709.31,149.12,119.2,171.76,0,440.08,50.16,33
6,12,water2,5,2/03/2020,Monday3,PA,Paternal,_.Bro,female,a9917,,2143.41,191.6,74.48,174,0.32,440.08,136.64,19
1,13,water2,6,2/03/2020,Monday3,PA,Paternal,Ora.Ora,female,a9962,,2757.02,230.24,77.12,132.72,0,440.08,22.08,29
2,13,water2,6,2/03/2020,Monday3,PA,Paternal,Gre.Blu,male,a9881,,12.2474,0,0,440.08,440,440.08,,0
3,13,water2,6,2/03/2020,Monday3,PA,Paternal,Pin.Pur,female,a9957,,1487.64,56.08,51.44,332.56,0.88,440.08,92.88,8
4,13,water2,6,2/03/2020,Monday3,PA,Paternal,Pin.Yel,male,a9956,,2500.38,59.52,89.68,290.88,0.24,440.08,122.8,17
5,13,water2,6,2/03/2020,Monday3,PA,Paternal,Gre.Ora,female,a9876,,2295.99,92.32,98.24,249.52,0.56,440.08,109.6,22
6,13,water2,6,2/03/2020,Monday3,PA,Paternal,Bla.Red,female,a9921,,1642.16,0,5.84,434.24,0.64,440.08,,0
1,14,water2,7,2/03/2020,Monday3,PA,Paternal,_.Gre,male,a9873,,1853.32,80.88,66.96,292.24,0.56,440.08,122.56,8
2,14,water2,7,2/03/2020,Monday3,PA,Paternal,Bla.Ora,female,a9887,,1379.04,22.48,85.92,331.68,0.96,440.08,154.08,4
3,14,water2,7,2/03/2020,Monday3,PA,Paternal,Pin.Red,female,a9958,,1975.97,91.28,102,246.8,0.64,440.08,188,16
4,14,water2,7,2/03/2020,Monday3,PA,Paternal,Whi.Whi,male,a9926,,1418.27,40.16,50.4,349.52,74.08,440.08,264.96,11
1,15,water3,1,2/03/2020,Monday3,WCA,Within Control,Red.Pin,female,a9673,,2479.94,127.76,88.24,224.08,0.08,440.08,16,19
2,15,water3,1,2/03/2020,Monday3,WCA,Within Control,Whi.Yel,female,a9599,,2538.11,170.08,104.48,165.52,0.16,440.08,0.24,27
3,15,water3,1,2/03/2020,Monday3,WCA,Within Control,Red.Gre,male,a9680,,2571.68,160.48,97.52,182.08,0.08,440.08,0.96,26
4,15,water3,1,2/03/2020,Monday3,WCA,Within Control,Red.Bla,male,a9676,,1045.88,0,0,440.08,70.16,440.08,,0
5,15,water3,1,2/03/2020,Monday3,WCA,Within Control,Red.Yel,female,a9678,,1969.15,139.76,73.52,226.8,0,440.08,9.36,16
6,15,water3,1,2/03/2020,Monday3,WCA,Within Control,Gre.Pur,female,a9556,,2690.1,144.8,140.72,154.56,0.24,440.08,41.52,41
1,16,water3,2,2/03/2020,Monday3,WCA,Within Control,Ora.Blu,female,a9607,,2178.05,134.24,114.24,191.52,0.24,440,103.2,25
2,16,water3,2,2/03/2020,Monday3,WCA,Within Control,Pur._,male,a9562,,44.3564,0,0,440.08,411.04,440.08,,0
3,16,water3,2,2/03/2020,Monday3,WCA,Within Control,Ora.Red,male,a9606,,1748.47,35.6,72.8,331.68,0.48,440.08,261.28,8
4,16,water3,2,2/03/2020,Monday3,WCA,Within Control,Gre.Bla,male,a9554,,1662.51,190.72,126.88,122.48,0.4,440.08,88.96,19
5,16,water3,2,2/03/2020,Monday3,WCA,Within Control,Blu.Yel,female,a9577,,1766.44,44.96,57.04,338.08,1.44,440.08,259.92,9
6,16,water3,2,2/03/2020,Monday3,WCA,Within Control,Pur.Red,female,a9566,,1596.72,46.64,37.2,356.24,0.32,440.08,67.92,8
1,17,water3,3,2/03/2020,Monday3,WCA,Within Control,Ora.Ora,male,a9706,,1952.76,34.56,56.96,348.56,0.4,440.08,136.96,6
2,17,water3,3,2/03/2020,Monday3,WCA,Within Control,Ora.Whi,male,a9611,,2214.7,81.76,120.96,237.36,0.08,440.08,235.36,16
3,17,water3,3,2/03/2020,Monday3,WCA,Within Control,Red.Ora,male,a9681,,699.378,0,0,440.08,46.96,440.08,,0
4,17,water3,3,2/03/2020,Monday3,WCA,Within Control,Pin.Gre,male,a9588,,1223.65,11.44,30.08,398.56,1.6,440.08,208.4,3
5,17,water3,3,2/03/2020,Monday3,WCA,Within Control,Red.Whi,female,a9679,,1327.21,34.24,77.04,328.8,13.2,440.08,268,7
6,17,water3,3,2/03/2020,Monday3,WCA,Within Control,Ora.Gre,female,a9603,,1780.38,0,29.2,410.72,0.32,439.92,,0
1,18,water3,4,2/03/2020,Monday3,WCA,Within Control,Gre.Bro,male,a9558,,3004.42,285.6,103.92,50.4,0.08,440.08,3.84,40
2,18,water3,4,2/03/2020,Monday3,WCA,Within Control,Gre.Blu,female,a9553,,2571.5,138.32,105.12,196.64,0.8,440.08,56.16,26
3,18,water3,4,2/03/2020,Monday3,MB,Maternal,Red.Pin,male,a9755,,2177.79,169.28,89.92,180.88,0.08,440.08,123.84,20
4,18,water3,4,2/03/2020,Monday3,MB,Maternal,_.Ora,female,a10198,,1632.96,202.24,133.76,104.08,16.8,440.08,82.4,18
5,18,water3,4,2/03/2020,Monday3,MB,Maternal,Gre.Ora,female,a9868,,2381.1,74.88,84.32,280.88,0.16,440.08,0,11
6,18,water3,4,2/03/2020,Monday3,MB,Maternal,Bla.Gre,female,a9787,,2333.01,148.24,79.04,212.8,0.24,440.08,77.44,17
1,19,water3,5,2/03/2020,Monday3,MB,Maternal,_.Blu,male,a9844,,1535.95,108.56,64.16,267.2,2.4,440.08,224.88,12
2,19,water3,5,2/03/2020,Monday3,MB,Maternal,Blu.Blu,male,a9843,,84.9706,0,0,440.08,336.16,440.08,,0
3,19,water3,5,2/03/2020,Monday3,MB,Maternal,Red.Bla,male,a9756,,2492.15,76.08,133.6,230.4,0.08,440.08,168.72,21
4,19,water3,5,2/03/2020,Monday3,MB,Maternal,Ora.Yel,male,a9813,,2384.68,141.52,91.28,207.28,0.08,440.08,6.08,22
5,19,water3,5,2/03/2020,Monday3,MB,Maternal,Pur.Pin,male,a9824,,2583.12,154.72,81.12,204.24,0.08,440.08,59.28,25
6,19,water3,5,2/03/2020,Monday3,MB,Maternal,Gre.Pur,female,a9867,,2114.05,91.44,72.08,276.48,0.24,440,252.24,16
1,20,water3,6,2/03/2020,Monday3,MB,Maternal,Yel.Ora,female,a9778,,2402.68,47.84,86.88,305.36,0.88,440.08,89.12,16
2,20,water3,6,2/03/2020,Monday3,MB,Maternal,Pin.Whi,female,a9862,,2441.2,98.08,65.76,276.24,0.48,440.08,0,18
3,20,water3,6,2/03/2020,Monday3,MB,Maternal,Red._,male,a9752,,1542.01,30.56,111.2,298.32,0.72,440.08,125.04,7
4,20,water3,6,2/03/2020,Monday3,MB,Maternal,Pin.Yel,female,a9854,,2962.48,248,101.44,90.64,0,440.08,0,42
5,20,water3,6,2/03/2020,Monday3,MB,Maternal,Ora.Pur,male,a9821,,2107.24,141.44,104.32,194.32,0,440.08,141.28,23
6,20,water3,6,2/03/2020,Monday3,MB,Maternal,Yel.Bla,female,a9777,,1943.15,24.8,74.64,340.64,0.48,440.08,267.84,9
1,21,water3,7,2/03/2020,Monday3,MB,Maternal,Yel.Yel,male,a9765,,1777.06,103.36,103.76,232.96,0.4,440.08,129.76,15
2,21,water3,7,2/03/2020,Monday3,MB,Maternal,_.Red,male,a9849,,1385.42,15.2,51.2,373.68,2.56,440.08,303.04,5
3,21,water3,7,2/03/2020,Monday3,MB,Maternal,_._,female,a9774,,2103.53,166.72,69.6,203.76,0.24,440.08,79.36,18
4,21,water3,7,2/03/2020,Monday3,MB,Maternal,Blu.Gre,male,a9846,,2093.42,70.96,92.4,276.72,0.96,440.08,213.68,20
5,21,water4,1,2/03/2020,Monday3,WTA,Within Treatment,Pin.Gre,female,a10087,,8.6507,0,0,440.08,439.04,440.08,,0
6,21,water4,1,2/03/2020,Monday3,WTA,Within Treatment,Ora.Bro,male,a10070,,2279.9,118.8,112.8,208.32,0.32,439.92,39.36,21
1,22,water4,1,2/03/2020,Monday3,WTA,Within Treatment,Red.Bla,female,a10164,,2341.83,164.16,92.56,183.36,0.08,440.08,67.36,21
2,22,water4,1,2/03/2020,Monday3,WTA,Within Treatment,Blu.Blu,female,a10046,,2551.37,135.36,117.68,187.04,0.4,440.08,8.8,27
3,22,water4,1,2/03/2020,Monday3,WTA,Within Treatment,Red.Whi,female,a10172,,2080.57,113.28,119.04,207.76,1.04,440.08,100.8,23
4,22,water4,1,2/03/2020,Monday3,WTA,Within Treatment,Pur.Blu,female,a10079,,2957.08,313.92,71.84,53.44,0.16,439.2,1.04,39
5,22,water4,1,2/03/2020,Monday3,WTA,Within Treatment,Blu._,female,a10039,,2555.16,195.68,60,184.4,0.16,440.08,0,24
6,22,water4,1,2/03/2020,Monday3,WTA,Within Treatment,Bro.Bro,male,a10201,,2332.1,348.32,49.68,42.08,0.24,440.08,1.92,18
1,23,water4,2,2/03/2020,Monday3,WTA,Within Treatment,Gre.Blu,female,a10041,,2164.02,61.52,106.72,271.84,0.08,440.08,110,17
2,23,water4,2,2/03/2020,Monday3,WTA,Within Treatment,Pin.Bla,male,a10092,,1584.58,26.16,47.84,366.08,1.12,440.08,188.24,8
3,23,water4,2,2/03/2020,Monday3,WTA,Within Treatment,Whi.Yel,male,a10157,,1897.59,105.92,107.92,226.24,1.28,440.08,34.88,16
4,23,water4,2,2/03/2020,Monday3,WTA,Within Treatment,Yel._,male,a10095,,2859.48,123.28,117.36,199.44,0.32,440.08,72.24,28
5,23,water4,2,2/03/2020,Monday3,WTA,Within Treatment,Blu.Yel,male,a10055,,2164.39,130.64,85.52,223.92,0.24,440.08,5.52,27
6,23,water4,2,2/03/2020,Monday3,WTA,Within Treatment,Whi.Pur,female,a10158,,256.711,0,0,440.08,303.6,440.08,,0
1,24,water4,3,2/03/2020,Monday3,WTA,Within Treatment,Pin.Blu,male,a10090,,3144.43,142.24,138.8,159.04,0.24,440.08,54.32,45
2,24,water4,3,2/03/2020,Monday3,WTA,Within Treatment,Pur._,male,a10077,,1657.23,74.56,111.44,254.08,0.8,440.08,39.52,14
3,24,water4,3,2/03/2020,Monday3,WTA,Within Treatment,Gre.Gre,female,a10034,,1036.11,0,3.92,436.16,96.56,440.08,,0
4,24,water4,3,2/03/2020,Monday3,WTA,Within Treatment,Ora.Red,male,a10064,,2052.73,80.96,134.88,224.08,0,439.92,0,20
5,24,water4,3,2/03/2020,Monday3,WTA,Within Treatment,Red.Pur,male,a10166,,144.155,0,0,440.08,393.68,440.08,,0
6,24,water4,3,2/03/2020,Monday3,WTA,Within Treatment,Gre.Pin,female,a10036,,2457.16,90.16,72.8,277.12,0.16,440.08,11.6,20
1,25,water4,4,2/03/2020,Monday3,PB,Paternal,Whi._,female,a9924,,2404.08,173.52,128.32,138.24,0.4,440.08,20.24,32
2,25,water4,4,2/03/2020,Monday3,PB,Paternal,_.Red,female,a9903,,416.583,0,0,440.08,175.68,440.08,,0
3,25,water4,4,2/03/2020,Monday3,PB,Paternal,_.Pur,male,a9981,,2223.46,79.44,86.64,274,2.88,440.08,158.96,20
4,25,water4,4,2/03/2020,Monday3,PB,Paternal,Red._,male,a9941,,2288.46,221.28,76.72,142,0.24,440,25.2,23
5,25,water4,4,2/03/2020,Monday3,PB,Paternal,Yel.Gre,male,a9901,,2051.67,117.28,110.96,211.84,0.08,440.08,49.6,19
6,25,water4,4,2/03/2020,Monday3,PB,Paternal,Pin.Gre,female,a9952,,988.432,21.36,17.52,401.2,24.8,440.08,138.8,2
1,26,water4,5,2/03/2020,Monday3,PB,Paternal,Whi.Ora,female,a9927,,1314.5,28.24,24.88,386.96,14.48,440.08,398.56,5
2,26,water4,5,2/03/2020,Monday3,PB,Paternal,Blu.Gre,male,a9983,,340.635,0,0,440.08,289.84,440.08,,0
3,26,water4,5,2/03/2020,Monday3,PB,Paternal,Red.Bla,male,a9949,,1865.25,109.92,143.52,186.64,1.44,440.08,130.24,18
4,26,water4,5,2/03/2020,Monday3,PB,Paternal,Yel.Pur,female,a9899,,1956.66,47.04,67.6,325.44,0.72,440.08,205.44,11
5,26,water4,5,2/03/2020,Monday3,PB,Paternal,Pur.Pur,female,a9982,,1521.97,72.4,48.08,319.6,0.48,440.08,297.28,13
6,26,water4,5,2/03/2020,Monday3,PB,Paternal,Bro._,male,a9908,,2130,106.24,111.12,222.72,0.72,440.08,77.92,19
1,27,water4,6,2/03/2020,Monday3,PB,Paternal,Bro.Bro,female,a9910,,1173.25,0,1.36,438.72,0.32,440.08,,0
2,27,water4,6,2/03/2020,Monday3,PB,Paternal,Red.Yel,male,a9947,,933.652,30.4,51.76,357.92,109.28,440.08,336.56,4
3,27,water4,6,2/03/2020,Monday3,PB,Paternal,Bla.Whi,female,a9923,,2035.39,294.24,54.96,90.88,0.4,440.08,96.32,22
4,27,water4,6,2/03/2020,Monday3,PB,Paternal,Blu.Blu,male,a9973,,1491.04,238.24,80.4,121.44,4.16,440.08,106.48,16
5,27,water4,6,2/03/2020,Monday3,PB,Paternal,Pin.Ora,female,a9953,,1458.15,28.16,50.72,361.2,0.96,440.08,204.8,5
6,27,water4,6,2/03/2020,Monday3,PB,Paternal,Blu.Pur,male,a9975,,674.279,0,0,440.08,130.72,440.08,,0
1,28,water4,7,2/03/2020,Monday3,PB,Paternal,Bro.Blu,male,a9937,,1600.87,0,0,440.08,0.24,440.08,,0
2,28,water4,7,2/03/2020,Monday3,PB,Paternal,_.Ora,female,a9964,,1105.06,28.16,40.24,371.68,92.16,440.08,220.88,5
1,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Ora.Gre,female,a9603,,1947.36,129.6,180.4,126.24,0.16,436.24,0,27
2,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Red.Yel,female,a9678,,2345.74,173.6,114.48,151.92,1.6,440,0,20
3,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Gre.Bro,male,a9558,,3177,220.8,163.68,55.6,0.88,440.08,0,34
4,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Pur.Red,female,a9566,,2261.07,76.08,118.8,245.2,0.24,440.08,0,15
5,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Ora.Ora,male,a9706,,1181.03,48.08,59.6,250.72,3.12,358.4,2.48,33
6,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Gre.Blu,female,a9553,,1012.35,60.24,49.84,290,0.32,400.08,136.24,30
7,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Red.Whi,female,a9679,,1969.71,120.56,83.12,211.12,1.12,414.8,88.88,57
8,1,water1,1,6/03/2020,Friday4,WCA,Within Control,Pin.Gre,male,a9588,,1206.16,302.96,54.72,70.32,0.8,428,10,45
1,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Pur._,male,a9562,,478.966,0,0,440.08,2.64,440.08,,0
2,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Blu.Yel,female,a9577,,2381.85,112.4,165.6,161.76,0.16,439.76,111.84,19
3,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Red.Bla,male,a9676,,631.611,0,0,439.76,241.76,439.76,,0
4,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Red.Pin,female,a9673,,2968.93,89.76,221.12,129.12,0.08,440,0,32
5,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Red.Ora,male,a9681,,1890.36,19.6,28.56,377.04,0.72,425.2,391.6,4
6,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Ora.Whi,male,a9611,,1812.03,30.4,59.44,349.52,4.8,439.36,316.72,8
7,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Gre.Bla,male,a9554,,2549.57,165.12,94.08,180.88,0.08,440.08,94.48,18
8,2,water1,2,6/03/2020,Friday4,WCA,Within Control,Ora.Red,male,a9606,,1529.12,100.32,64.96,236.56,0.24,401.84,190.4,48
1,3,water1,3,6/03/2020,Friday4,WCA,Within Control,Red.Gre,male,a9680,,2622.08,47.6,84.32,308.16,0,440.08,0,10
2,3,water1,3,6/03/2020,Friday4,WCA,Within Control,Whi.Yel,female,a9599,,2874.41,84.8,95.04,260.24,0,440.08,69.12,15
3,3,water1,3,6/03/2020,Friday4,WCA,Within Control,Ora.Blu,female,a9607,,2357.29,139.36,116,183.76,0.16,439.12,88.88,24
4,3,water1,3,6/03/2020,Friday4,WCA,Within Control,Gre.Pur,female,a9556,,3060.84,59.6,154.72,225.76,0,440.08,37.04,31
5,3,water1,3,6/03/2020,Friday4,MB,Maternal,Red.Pin,male,a9755,,1985.64,191.6,90.88,132.48,0.56,414.96,16.24,49
6,3,water1,3,6/03/2020,Friday4,MB,Maternal,Ora.Yel,male,a9813,,1972.72,130.48,82.64,190.08,0.24,403.2,45.2,48
7,3,water1,3,6/03/2020,Friday4,MB,Maternal,Red._,male,a9752,,964.286,9.68,37.12,305.76,0.16,352.56,183.36,8
8,3,water1,3,6/03/2020,Friday4,MB,Maternal,_.Ora,female,a10198,,1949.89,212,74.16,110.8,0,396.96,0,90
1,4,water1,4,6/03/2020,Friday4,MB,Maternal,Pin.Whi,female,a9862,,1710.52,35.04,26.32,378.24,60.64,439.6,283.6,4
2,4,water1,4,6/03/2020,Friday4,MB,Maternal,_.Blu,male,a9844,,2100.03,105.44,68.96,265.52,0.56,439.92,36.16,14
3,4,water1,4,6/03/2020,Friday4,MB,Maternal,Pin.Yel,female,a9854,,3632.2,217.04,135.76,87.04,0,439.84,0,53
4,4,water1,4,6/03/2020,Friday4,MB,Maternal,_._,female,a9774,,2632.93,80.8,77.36,281.92,0.32,440.08,70.56,16
5,4,water1,4,6/03/2020,Friday4,MB,Maternal,Yel.Bla,female,a9777,,1078.21,64.88,77.2,208.16,0.16,350.24,131.44,49
6,4,water1,4,6/03/2020,Friday4,MB,Maternal,_.Red,male,a9849,,1891.85,22.72,33.6,383.76,1.2,440.08,261.28,7
7,4,water1,4,6/03/2020,Friday4,MB,Maternal,Bla.Gre,female,a9787,,749.765,161.44,73.04,79.28,0,313.76,0,144
8,4,water1,4,6/03/2020,Friday4,MB,Maternal,Blu.Blu,male,a9843,,1358.72,30.64,40.24,368.88,1.12,439.76,357.84,5
1,5,water1,5,6/03/2020,Friday4,MB,Maternal,Red.Bla,male,a9756,,3346.94,85.52,122,232.56,0.08,440.08,89.52,19
2,5,water1,5,6/03/2020,Friday4,MB,Maternal,Ora.Pur,male,a9821,,2825.05,130.56,177.04,132.48,0.24,440.08,0,24
3,5,water1,5,6/03/2020,Friday4,MB,Maternal,Pur.Pin,male,a9824,,3958.14,239.44,107.36,93.28,0.08,440.08,33.28,42
4,5,water1,5,6/03/2020,Friday4,MB,Maternal,Gre.Pur,female,a9867,,2328.9,63.6,94.08,282.4,0.24,440.08,137.68,18
5,5,water1,5,6/03/2020,Friday4,MB,Maternal,Yel.Yel,male,a9765,,2349.63,119.92,140.88,168.48,0,429.28,5.44,45
6,5,water1,5,6/03/2020,Friday4,MB,Maternal,Blu.Gre,male,a9846,,1186.39,0.24,15.84,424,73.04,440.08,417.36,1
7,5,water1,5,6/03/2020,Friday4,MB,Maternal,Gre.Ora,female,a9868,,1972.43,172.24,83.6,144,0.16,399.84,0,86
8,5,water1,5,6/03/2020,Friday4,MB,Maternal,Yel.Ora,female,a9778,,2101.31,147.04,82.24,157.04,0.08,386.32,0,86
1,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Gre.Gre,female,a10034,,2943.59,169.76,135.04,129.84,0.08,434.64,0,46
2,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Blu._,female,a10039,,4008.8,265.68,73.52,71.68,0.08,410.88,0.4,78
3,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Gre.Pin,female,a10036,,2762.19,77.28,67.04,295.76,0.08,440.08,0,19
4,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Gre.Blu,female,a10041,,2225.11,46.48,118.88,274.72,22.08,440.08,256.64,13
5,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Red.Bla,female,a10164,,1443.93,87.84,78.48,223.28,0.08,389.6,78.8,47
6,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Pur.Blu,female,a10079,,1080.81,132.48,65.52,124.64,0.96,322.64,25.76,106
7,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Ora.Red,male,a10064,,1336.25,151.76,131.28,83.68,0.4,366.72,0.08,95
8,6,water2,1,6/03/2020,Friday4,WTA,Within Treatment,Blu.Blu,female,a10046,,748.261,36.96,85.2,186.72,0,308.88,0,42
1,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Red.Pur,male,a10166,,1565.52,9.36,41.2,389.52,0.96,440.08,385.44,4
2,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Blu.Yel,male,a10055,,2235.62,29.76,37.68,372.64,16.4,440.08,110.08,11
3,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Pin.Blu,male,a10090,,4512.58,135.76,184.64,119.6,0.08,440,28.32,61
4,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Red.Whi,female,a10172,,2363.71,36.64,139.28,264.16,0.4,440.08,174.64,9
5,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Pin.Bla,male,a10092,,815.514,25.2,37.76,304.4,0.4,367.36,364.64,17
6,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Whi.Pur,female,a10158,,965.051,0,0,420.16,1.44,420.16,,0
7,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Ora.Bro,male,a10070,,3297.47,109.36,103.44,225.28,0.08,438.08,18.8,30
8,7,water2,2,6/03/2020,Friday4,WTA,Within Treatment,Whi.Yel,male,a10157,,2357.63,189.76,106.32,122.32,0.4,418.4,63.52,64
1,8,water2,3,6/03/2020,Friday4,WTA,Within Treatment,Pur._,male,a10077,,3116.78,133.2,108.4,198.08,0.08,439.68,0,29
2,8,water2,3,6/03/2020,Friday4,WTA,Within Treatment,Pin.Gre,female,a10087,,2407.99,97.2,137.12,205.76,0.16,440.08,26,21
3,8,water2,3,6/03/2020,Friday4,WTA,Within Treatment,Yel._,male,a10095,,3611.83,96.32,100.56,243.2,0,440.08,58.56,29
4,8,water2,3,6/03/2020,Friday4,WTA,Within Treatment,Bro.Bro,male,a10201,,2871.38,336.32,60.8,42.8,5.12,439.92,0,25
5,8,water2,3,6/03/2020,Friday4,PB,Paternal,Pin.Ora,female,a9953,,771.292,8.8,54.56,258,0.08,321.36,27.76,11
6,8,water2,3,6/03/2020,Friday4,PB,Paternal,Whi.Ora,female,a9927,,2065.88,103.44,104.88,220.96,0.16,429.28,68.88,42
7,8,water2,3,6/03/2020,Friday4,PB,Paternal,Red.Yel,male,a9947,,1499.11,26.24,33.36,380.24,1.52,439.84,184.48,4
8,8,water2,3,6/03/2020,Friday4,PB,Paternal,Blu.Gre,male,a9983,,1264.91,69.84,38,293.84,0.64,401.68,292.4,39
1,9,water2,4,6/03/2020,Friday4,PB,Paternal,_.Ora,female,a9964,,1903.57,58.56,58,315.28,0.4,431.84,161.52,18
2,9,water2,4,6/03/2020,Friday4,PB,Paternal,Bro.Blu,male,a9937,,1484.65,0,0,440.08,7.68,440.08,,0
3,9,water2,4,6/03/2020,Friday4,PB,Paternal,Pur.Pur,female,a9982,,2401.6,83.28,103.6,253.2,0,440.08,190.96,17
4,9,water2,4,6/03/2020,Friday4,PB,Paternal,Red.Bla,male,a9949,,2724.22,72.08,137.04,230.96,0.32,440.08,107.84,19
5,9,water2,4,6/03/2020,Friday4,PB,Paternal,Yel.Gre,male,a9901,,3052.7,82.48,100.8,251.68,0.16,434.96,7.2,32
6,9,water2,4,6/03/2020,Friday4,PB,Paternal,_.Pur,male,a9981,,2311.37,59.52,71.04,309.2,0.24,439.76,214.56,13
7,9,water2,4,6/03/2020,Friday4,PB,Paternal,Pin.Gre,female,a9952,,2453.9,173.28,87.68,156.48,0.16,417.44,3.92,56
8,9,water2,4,6/03/2020,Friday4,PB,Paternal,Bro.Bro,female,a9910,,1144.88,37.68,30.32,361.44,0.72,429.44,382.56,9
1,10,water2,5,6/03/2020,Friday4,PB,Paternal,Yel.Pur,female,a9899,,839.571,0,0,427.6,40.72,427.6,,0
2,10,water2,5,6/03/2020,Friday4,PB,Paternal,Red._,male,a9941,,2907.03,47.76,115.28,276.88,0.32,439.92,200.96,17
3,10,water2,5,6/03/2020,Friday4,PB,Paternal,Blu.Blu,male,a9973,,1926.36,227.68,69.12,142.96,2.16,439.76,27.92,16
4,10,water2,5,6/03/2020,Friday4,PB,Paternal,Bla.Whi,female,a9923,,2808.39,111.36,79.36,249.36,0.88,440.08,42.72,21
5,10,water2,5,6/03/2020,Friday4,PB,Paternal,Whi._,female,a9924,,1598.9,167.04,98.32,120.08,0.08,385.44,0.24,81
6,10,water2,5,6/03/2020,Friday4,PB,Paternal,Blu.Pur,male,a9975,,475.462,0,0,438.24,266.32,438.24,,0
7,10,water2,5,6/03/2020,Friday4,PB,Paternal,_.Red,female,a9903,,466.7,0,0,400.24,49.04,400.24,,0
8,10,water2,5,6/03/2020,Friday4,PB,Paternal,Bro._,male,a9908,,3200.81,124.64,117.2,183.36,0.08,425.2,50.96,49
